"id","book","book_num","chapter","chapter_num","character","character_words","scene_description","writer","director","imdb_rating","new_scene","scene_id"
2543,"Water",1,"The Great Divide",11,"Katara","You did not!  That is so wrong.","[Shocked.]","John O'Bryan","Giancarlo Volpe",7.1,0,614
2543,"Water",1,"The Great Divide",11,"Katara","You did not!  That is so wrong.","[In devilish admiration.]","John O'Bryan","Giancarlo Volpe",7.1,0,614
2544,"Water",1,"The Great Divide",11,"Aang","Now where is that custard tart? I'm starving!",NA,"John O'Bryan","Giancarlo Volpe",7.1,0,614
2547,"Water",1,"The Storm",12,"Katara","We need you, Aang.","[Voice-over.]","Aaron Ehasz","Lauren MacMullan",9.1,0,616
2548,"Water",1,"The Storm",12,"Aang","I need you, too.","[Close-up as he is looking toward Katara; contentedly.]","Aaron Ehasz","Lauren MacMullan",9.1,0,616
2550,"Water",1,"The Storm",12,"Aang","Be careful, guys!  Guys?","[Alarmed.]","Aaron Ehasz","Lauren MacMullan",9.1,0,617
2550,"Water",1,"The Storm",12,"Aang","Be careful, guys!  Guys?","[He looks to his left and right, uneasy.]","Aaron Ehasz","Lauren MacMullan",9.1,0,617
2552,"Water",1,"The Storm",12,"Aang","Gyatso?","[Surprised.]","Aaron Ehasz","Lauren MacMullan",9.1,0,618
2553,"Water",1,"The Storm",12,"Gyatso","Why did you disappear?","[Whispering, his tone sad.]","Aaron Ehasz","Lauren MacMullan",9.1,0,618
2554,"Water",1,"The Storm",12,"Aang","I didn't mean to.","[Frontal shot; his voice soft and sad.]","Aaron Ehasz","Lauren MacMullan",9.1,0,618
2556,"Water",1,"The Storm",12,"Gyatso","We need you, Aang.","[Voice-over.]","Aaron Ehasz","Lauren MacMullan",9.1,0,619
2558,"Water",1,"The Storm",12,"Gyatso and Katara","We need you, Aang.  We need you. We need you, Aang. We need you.","[Echoing voice-over.]","Aaron Ehasz","Lauren MacMullan",9.1,0,620
2558,"Water",1,"The Storm",12,"Gyatso and Katara","We need you, Aang.  We need you. We need you, Aang. We need you.","[Cut to a downward view of an unconscious Aang sinking.]","Aaron Ehasz","Lauren MacMullan",9.1,0,620
2560,"Water",1,"The Storm",12,"Sokka","What's going on?  Did we get captured again?","[Drowsily.]","Aaron Ehasz","Lauren MacMullan",9.1,0,621
2560,"Water",1,"The Storm",12,"Sokka","What's going on?  Did we get captured again?","[He looks around.]","Aaron Ehasz","Lauren MacMullan",9.1,0,621
2561,"Water",1,"The Storm",12,"Aang","It's nothing. I just had a bad dream.  Go back to sleep.","[Shot looking down, sliding right; Aang turns to his friends.]","Aaron Ehasz","Lauren MacMullan",9.1,0,621
2561,"Water",1,"The Storm",12,"Aang","It's nothing. I just had a bad dream.  Go back to sleep.","[He curls up, facing away from them.]","Aaron Ehasz","Lauren MacMullan",9.1,0,621
2562,"Water",1,"The Storm",12,"Sokka","Don't have to tell me twice.","[Curls up, facing away from Aang.]","Aaron Ehasz","Lauren MacMullan",9.1,0,621
2563,"Water",1,"The Storm",12,"Katara","Are you all right, Aang?","[Frontal shot of Aang with Katara behind him, looking at him in concern.]","Aaron Ehasz","Lauren MacMullan",9.1,0,621
2564,"Water",1,"The Storm",12,"Aang","I'm okay.","[Looking lost.]","Aaron Ehasz","Lauren MacMullan",9.1,0,621
2565,"Water",1,"The Storm",12,"Katara","You seem to be having a lot of nightmares lately. You want to tell me about it?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,621
2566,"Water",1,"The Storm",12,"Aang","I think I just need some rest.","[Briefly closing his eyes.]","Aaron Ehasz","Lauren MacMullan",9.1,0,621
2567,"Water",1,"The Storm",12,"Sokka","You guys want to hear about my dream?  That's okay. I didn't want to talk about it anyway.","[Sitting up behind Katara; upbeat.]","Aaron Ehasz","Lauren MacMullan",9.1,0,621
2567,"Water",1,"The Storm",12,"Sokka","You guys want to hear about my dream?  That's okay. I didn't want to talk about it anyway.","[Katara glares at him, an expression Sokka returns.]","Aaron Ehasz","Lauren MacMullan",9.1,0,621
2569,"Water",1,"The Storm",12,"Aang","Look at those clear skies, buddy!  Should be some smooth flying.","[Pets Appa's head. Cut to a close shot as he looks up at a flock of birds arranged in a ""V"" flying overhead, their goose-like honking audible.]","Aaron Ehasz","Lauren MacMullan",9.1,0,622
2571,"Water",1,"The Storm",12,"Katara","Well, we better smoothly fly  ourselves to a market, 'cause we're out of food.","[Looking from the contents of the bag up to Aang.]","Aaron Ehasz","Lauren MacMullan",9.1,0,623
2571,"Water",1,"The Storm",12,"Katara","Well, we better smoothly fly  ourselves to a market, 'cause we're out of food.","[She steps onto Appa's tail and walks to the saddle.]","Aaron Ehasz","Lauren MacMullan",9.1,0,623
2572,"Water",1,"The Storm",12,"Sokka","Guys, wait. This was in my dream.  We shouldn't go to the market.","[Side-shot as he suddenly straightens up, his tone serious.]","Aaron Ehasz","Lauren MacMullan",9.1,0,623
2572,"Water",1,"The Storm",12,"Sokka","Guys, wait. This was in my dream.  We shouldn't go to the market.","[Momo lands on the pack behind him.]","Aaron Ehasz","Lauren MacMullan",9.1,0,623
2573,"Water",1,"The Storm",12,"Katara","What happened in your dream?","[Shot cuts beside Sokka, facing out toward Katara and Aang, who turn to look at him; curious.]","Aaron Ehasz","Lauren MacMullan",9.1,0,623
2574,"Water",1,"The Storm",12,"Sokka","Food eats people!  Also, Momo could talk.  You said some very unkind things.","[Frontal shot; his eyes are bugged out in terror and the camera zooms in on him, rolling slightly as the shot takes on a greenish tint and alien music dubs the scene.]","Aaron Ehasz","Lauren MacMullan",9.1,0,623
2574,"Water",1,"The Storm",12,"Sokka","Food eats people!  Also, Momo could talk.  You said some very unkind things.","[The colors return to normal as the shot cuts to Katara's face as she shakes her head. Behind her, Aang goes back to adjusting the reins. Cut to Sokka again as he points at Momo.]","Aaron Ehasz","Lauren MacMullan",9.1,0,623
2574,"Water",1,"The Storm",12,"Sokka","Food eats people!  Also, Momo could talk.  You said some very unkind things.","[He glares at Momo while crossing his arms.]","Aaron Ehasz","Lauren MacMullan",9.1,0,623
2576,"Water",1,"The Storm",12,"Iroh","There is a storm coming. A big one.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,624
2577,"Water",1,"The Storm",12,"Zuko","You're out of your mind, Uncle.  The weather's perfect. There's not a cloud in sight.","[Walking up to Iroh.]","Aaron Ehasz","Lauren MacMullan",9.1,0,624
2579,"Water",1,"The Storm",12,"Iroh","A storm is approaching from the north.  I suggest we alter our course and head southwest.","[He turns to face Zuko.]","Aaron Ehasz","Lauren MacMullan",9.1,0,625
2580,"Water",1,"The Storm",12,"Zuko","We know the Avatar is traveling northward, so we will do the same.","[Taking a few steps in Iroh's direction, pointing briefly northward.]","Aaron Ehasz","Lauren MacMullan",9.1,0,625
2581,"Water",1,"The Storm",12,"Iroh","Prince Zuko, consider the safety of the crew.","[Cut to his face; stern.]","Aaron Ehasz","Lauren MacMullan",9.1,0,625
2582,"Water",1,"The Storm",12,"Zuko","The safety of the crew doesn't matter!","[Cut to his face as he advances on his uncle angrily.]","Aaron Ehasz","Lauren MacMullan",9.1,0,625
2584,"Water",1,"The Storm",12,"Zuko","Finding the Avatar is far more important than any individual's safety.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,626
2586,"Water",1,"The Storm",12,"Iroh","He doesn't mean that. He's just all worked up.","[Reassuringly, a twinge of uncertainty in his voice, almost as if he does not fully believe what he is saying.]","Aaron Ehasz","Lauren MacMullan",9.1,0,627
2588,"Water",1,"The Storm",12,"Merchant woman","Ahhh, it's good. It's perfect, I'm telling you!","[Scowling.]","Aaron Ehasz","Lauren MacMullan",9.1,0,628
2589,"Water",1,"The Storm",12,"Katara","I don't know if I like the sound of that swishing.","[Shaking the watermelon, which emits an audible sloshing sound.]","Aaron Ehasz","Lauren MacMullan",9.1,0,628
2590,"Water",1,"The Storm",12,"Merchant woman","Swishing means it's ripe! It's the ripe juices swishing around, eh?","[As the shot zooms out, the merchant moves around the stand where Katara stands. Sokka and Aang, staff in hand, stand beside them; the former is filling a basket with fruit.]","Aaron Ehasz","Lauren MacMullan",9.1,0,628
2591,"Water",1,"The Storm",12,"Aang","I think it's true, Katara. Swishing means it's ripe.","[Taking a step toward Katara.]","Aaron Ehasz","Lauren MacMullan",9.1,0,628
2592,"Water",1,"The Storm",12,"Katara","I just realized we're out of money anyway.","[As the shot cuts to a frontal view of her, she puts the melon back on the stand.]","Aaron Ehasz","Lauren MacMullan",9.1,0,628
2593,"Water",1,"The Storm",12,"Shopkeeper","Awww!","[Annoyed, grabbing a basket full of fruits from Sokka.]","Aaron Ehasz","Lauren MacMullan",9.1,0,628
2595,"Water",1,"The Storm",12,"Sokka","Out of food and out of money. Now what are we supposed to do?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,629
2596,"Water",1,"The Storm",12,"Katara","You could get a job, smart guy.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,629
2598,"Water",1,"The Storm",12,"Fisherman's wife","We shouldn't go out there! Please, the fish can wait. There's going to be a terrible storm.","[Camera cuts to show Aang, who appears alarmed by the prediction.]","Aaron Ehasz","Lauren MacMullan",9.1,0,630
2599,"Water",1,"The Storm",12,"Fisherman","You're crazy. It's a nice day:  No clouds, no winds, no nothing. So quit your nagging, woman.","[Gesturing to the sky with both arms.]","Aaron Ehasz","Lauren MacMullan",9.1,0,630
2600,"Water",1,"The Storm",12,"Aang","Maybe we should find some shelter?","[Nervously suggesting to Katara and Sokka.]","Aaron Ehasz","Lauren MacMullan",9.1,0,630
2601,"Water",1,"The Storm",12,"Sokka","Are you kidding? Shelter from what?","[Indicating the fair weather.]","Aaron Ehasz","Lauren MacMullan",9.1,0,630
2602,"Water",1,"The Storm",12,"Fisherman's wife","My joints say there's going to be a storm! A bad one.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,630
2603,"Water",1,"The Storm",12,"Fisherman","Well, it's your joints against my brain.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,630
2604,"Water",1,"The Storm",12,"Fisherman's wife","Then I hope your brain can find someone else to haul that fish, 'cause I ain't comin'.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,630
2605,"Water",1,"The Storm",12,"Fisherman","Then I'll find a new fish hauler and pay him double what you get!  How do you like that?","[Cut to a side shot of the couple, showing Sokka running up to them.]","Aaron Ehasz","Lauren MacMullan",9.1,0,630
2606,"Water",1,"The Storm",12,"Sokka","I'll go.","[Interrupting, raising his hand.]","Aaron Ehasz","Lauren MacMullan",9.1,0,630
2607,"Water",1,"The Storm",12,"Fisherman","You're hired!","[Shoots a triumphant look at his wife, who scowls back.]","Aaron Ehasz","Lauren MacMullan",9.1,0,630
2608,"Water",1,"The Storm",12,"Sokka","What? You said get a job ... and he's paying double.","[After a short pause, to Katara and Aang.]","Aaron Ehasz","Lauren MacMullan",9.1,0,630
2609,"Water",1,"The Storm",12,"Fisherman","Double? Who told you that nonsense?","[Rounding on Sokka, his expression wild.]","Aaron Ehasz","Lauren MacMullan",9.1,0,630
2611,"Water",1,"The Storm",12,"Lieutenant Jee","Looks like your uncle was right about the storm after all.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,631
2612,"Water",1,"The Storm",12,"Iroh","Lucky guess.","[Pleasantly.]","Aaron Ehasz","Lauren MacMullan",9.1,0,631
2613,"Water",1,"The Storm",12,"Zuko","Lieutenant! You'd better learn some respect  – or I will teach it to you.","[Whirling around and walking toward Jee; angry.]","Aaron Ehasz","Lauren MacMullan",9.1,0,631
2613,"Water",1,"The Storm",12,"Zuko","Lieutenant! You'd better learn some respect  – or I will teach it to you.","[Jabs two fingers into Jee's chest.]","Aaron Ehasz","Lauren MacMullan",9.1,0,631
2613,"Water",1,"The Storm",12,"Zuko","Lieutenant! You'd better learn some respect  – or I will teach it to you.","[Begins to walk away from Jee, who follows Zuko with his eyes, continuing his taunting after a short pause.]","Aaron Ehasz","Lauren MacMullan",9.1,0,631
2614,"Water",1,"The Storm",12,"Jee","What do you know about respect?  The way you talk to everyone around here, from your hard-working crew to your esteemed uncle, shows you know nothing about respect!  You don't care about anyone but yourself! Then again, what should I expect from a spoiled prince?","[Behind Jee, Iroh's expression turns to panic and he makes a cutting motion at his throat with his hand, trying to signal Lieutenant Jee to stop. Cut to Zuko's back as he stops walking before switching to his face as he listens to Jee's words.]","Aaron Ehasz","Lauren MacMullan",9.1,0,631
2614,"Water",1,"The Storm",12,"Jee","What do you know about respect?  The way you talk to everyone around here, from your hard-working crew to your esteemed uncle, shows you know nothing about respect!  You don't care about anyone but yourself! Then again, what should I expect from a spoiled prince?","[Cut to a close-up of Iroh's face as he gasps slightly, reaching out a hand in desperation before moving it to his forehead in resignation, believing Jee has gone too far. Cut back to Zuko's face, contorted with rage.]","Aaron Ehasz","Lauren MacMullan",9.1,0,631
2616,"Water",1,"The Storm",12,"Iroh","Easy now.  Enough! We're all a bit tired from being at sea so long. I'm sure after a bowl of noodles, everyone will feel much better.","[Both Zuko and Jee wrist-block the other's arm; smoke rises from a furious Zuko's hand. Interrupting the staredown, Iroh extends an arm and pulls theirs apart; the smoke fades.]","Aaron Ehasz","Lauren MacMullan",9.1,0,632
2618,"Water",1,"The Storm",12,"Zuko","I don't need your help keeping order on my ship.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,633
2620,"Water",1,"The Storm",12,"Aang","Sokka, maybe this isn't such a good idea. Look at the sky.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,634
2621,"Water",1,"The Storm",12,"Sokka","I said I was going to do this job. I can't back out just because of some bad weather.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,634
2622,"Water",1,"The Storm",12,"Fisherman's wife","The boy with the tattoos has some sense. You should listen to him!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,634
2623,"Water",1,"The Storm",12,"Fisherman","Boy with tattoos?  Airbender tattoos. Well, I'll be a hog monkey's uncle. You're the Avatar, ain't ya?","[The fisherman turns around to look at Aang.]","Aaron Ehasz","Lauren MacMullan",9.1,0,634
2624,"Water",1,"The Storm",12,"Katara","That's right.","[Katara and Aang smile.]","Aaron Ehasz","Lauren MacMullan",9.1,0,634
2625,"Water",1,"The Storm",12,"Fisherman","Well, don't be so smiley about it.  The Avatar disappeared for a hundred years! You turned your back on the world!","[Katara and Aang frown now.]","Aaron Ehasz","Lauren MacMullan",9.1,0,634
2626,"Water",1,"The Storm",12,"Katara","Don't yell at him! Aang would never turn his back on anyone.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,634
2627,"Water",1,"The Storm",12,"Fisherman","Oh, he wouldn't, huh? Then I guess I just have imagined the last hundred years of war and suffering.","[Aang's eyes widen.]","Aaron Ehasz","Lauren MacMullan",9.1,0,634
2628,"Water",1,"The Storm",12,"Katara","Aang is the bravest person I know. He's done nothing but help people and save lives since I met him.  It's not his fault he disappeared, right Aang?  Aang, what's wrong?","[Behind Katara's back, Aang slowly begins to backpedal away from her.]","Aaron Ehasz","Lauren MacMullan",9.1,0,634
2628,"Water",1,"The Storm",12,"Katara","Aang is the bravest person I know. He's done nothing but help people and save lives since I met him.  It's not his fault he disappeared, right Aang?  Aang, what's wrong?","[Katara turns around to see Aang backing away.]","Aaron Ehasz","Lauren MacMullan",9.1,0,634
2630,"Water",1,"The Storm",12,"Fisherman","That's right! Keep flying!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,635
2631,"Water",1,"The Storm",12,"Katara","You're a horrible old man!  Appa, yip yip!","[She gets on Appa, who is floating beside the dock.]","Aaron Ehasz","Lauren MacMullan",9.1,0,635
2633,"Water",1,"The Storm",12,"Sokka","Hey! They left without saying good-bye!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,636
2634,"Water",1,"The Storm",12,"Fisherman","Your friends ain't too polite, are they?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,636
2635,"Water",1,"The Storm",12,"Sokka","I know! This one time, I was ...",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,636
2636,"Water",1,"The Storm",12,"Fisherman","Yeah, yeah, yeah, yeah. Get below deck!","[Hands Sokka a crate, interrupting him impolitely.]","Aaron Ehasz","Lauren MacMullan",9.1,0,636
2638,"Water",1,"The Storm",12,"Aang","I'm sorry for running away.","[Quietly.]","Aaron Ehasz","Lauren MacMullan",9.1,0,637
2639,"Water",1,"The Storm",12,"Katara","It's okay. That fisherman was way out of line.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,637
2640,"Water",1,"The Storm",12,"Aang","Actually, he wasn't.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,637
2641,"Water",1,"The Storm",12,"Katara","What do you mean?","[Surprised.]","Aaron Ehasz","Lauren MacMullan",9.1,0,637
2642,"Water",1,"The Storm",12,"Aang","I don't want to talk about it.","[Speaks in a sad voice.]","Aaron Ehasz","Lauren MacMullan",9.1,0,637
2643,"Water",1,"The Storm",12,"Katara","It has to do with your dream, doesn't it?  Talk to me.","[Puts her hand on his shoulder.]","Aaron Ehasz","Lauren MacMullan",9.1,0,637
2644,"Water",1,"The Storm",12,"Aang","Well, it's kind of a long story.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,637
2646,"Water",1,"The Storm",12,"Katara","I'm going to try to get a little fire going.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,638
2648,"Water",1,"The Storm",12,"Aang","I'll never forget the day the monks told me I was the Avatar. I was playing with some other kids just outside the South Wall. I was trying to teach them how to do the air scooter.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,639
2650,"Water",1,"The Storm",12,"Aang","First you got to form the ball, then you got to get on quick.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,640
2652,"Water",1,"The Storm",12,"Air Nomad boy #1","Okay, here goes.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,641
2654,"Water",1,"The Storm",12,"Aang","You kind of have to balance on it like it's a top.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,642
2655,"Water",1,"The Storm",12,"Air Nomad boy #1","Man, that's hard.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,642
2656,"Water",1,"The Storm",12,"Air Nomad boy #2","Where'd you learn that trick, Aang?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,642
2657,"Water",1,"The Storm",12,"Aang","I made it up.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,642
2658,"Water",1,"The Storm",12,"Air Nomad boy #2","Wow!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,642
2660,"Water",1,"The Storm",12,"Gyatso","Aang, come with us. We need to speak with you.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,643
2662,"Water",1,"The Storm",12,"Aang","How do you know it's me?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,644
2663,"Water",1,"The Storm",12,"Tashi","We have known you were the Avatar for some time. Do you remember these?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,644
2665,"Water",1,"The Storm",12,"Aang","Those were some of my favorite toys when I was little!","[He picks up the propeller toy.]","Aaron Ehasz","Lauren MacMullan",9.1,0,645
2666,"Water",1,"The Storm",12,"Tashi","You chose them from among thousands of toys, Aang. The toys you picked were the four Avatar relics. These items belonged to Avatars past. Your own past lives.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,645
2667,"Water",1,"The Storm",12,"Aang","I just chose them because they seemed fun.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,645
2669,"Water",1,"The Storm",12,"Tashi","You chose them because they were familiar.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,646
2670,"Water",1,"The Storm",12,"Gyatso","Normally we would have told you of your identity when you turned sixteen, but there are troubling signs. Storm clouds are gathering.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,646
2671,"Water",1,"The Storm",12,"Pasang","I fear that war may be upon us, young Avatar.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,646
2672,"Water",1,"The Storm",12,"Gyatso","We need you, Aang.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,646
2674,"Water",1,"The Storm",12,"Jee","I'm sick of taking his orders! I'm tired of chasing his Avatar! I mean, who does Zuko think he is?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,647
2675,"Water",1,"The Storm",12,"Iroh","Do you really want to know?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,647
2677,"Water",1,"The Storm",12,"Jee","General Iroh. We were just-","[Iroh cuts him off.]","Aaron Ehasz","Lauren MacMullan",9.1,0,648
2678,"Water",1,"The Storm",12,"Iroh","It's okay. May I join you?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,648
2679,"Water",1,"The Storm",12,"Jee","Of course, sir.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,648
2681,"Water",1,"The Storm",12,"Iroh","Try to understand. My nephew is a complicated young man. He has been through much.","[Massages his beard.]","Aaron Ehasz","Lauren MacMullan",9.1,0,649
2683,"Water",1,"The Storm",12,"Young Zuko","Let me in!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,650
2684,"Water",1,"The Storm",12,"Iroh","Prince Zuko, what's wrong?","[Places his hands on Zuko's shoulders.]","Aaron Ehasz","Lauren MacMullan",9.1,0,650
2685,"Water",1,"The Storm",12,"Young Zuko","I want to go into the war chamber  but the guard won't let me pass!","[Points to the guard.]","Aaron Ehasz","Lauren MacMullan",9.1,0,650
2686,"Water",1,"The Storm",12,"Iroh","You're not missing anything, trust me. These meetings are dreadfully boring.","[Leads Zuko away with his left hand still on his shoulder.]","Aaron Ehasz","Lauren MacMullan",9.1,0,650
2687,"Water",1,"The Storm",12,"Young Zuko","If I'm going to rule this nation one day, don't you think I need to start learning as much as I can?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,650
2688,"Water",1,"The Storm",12,"Iroh","Very well. But you must promise not to speak.  These old folks are a bit sensitive, you know?","[Another elder soldier walks by them into the war chamber.]","Aaron Ehasz","Lauren MacMullan",9.1,0,650
2689,"Water",1,"The Storm",12,"Young Zuko","Thank you, Uncle.","[Bows to Iroh.]","Aaron Ehasz","Lauren MacMullan",9.1,0,650
2691,"Water",1,"The Storm",12,"Bujing","The Earth Kingdom defenses are concentrated here.  A dangerous battalion of their strongest earthbenders and fiercest warriors. So I am recommending the forty-first division.","[Bujing shows the place on the map.]","Aaron Ehasz","Lauren MacMullan",9.1,0,651
2692,"Water",1,"The Storm",12,"Elder soldier","But the forty-first is entirely new recruits. How do you expect them to defeat a powerful Earth Kingdom battalion?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,651
2693,"Water",1,"The Storm",12,"Bujing","I don't. They'll be used as a distraction while we mount an attack from the rear. What better to use as bait than fresh meat?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,651
2694,"Water",1,"The Storm",12,"Young Zuko","You can't sacrifice an entire division like that! Those soldiers love and defend our nation! How can you betray them?","[Zuko is shown standing up.]","Aaron Ehasz","Lauren MacMullan",9.1,0,651
2696,"Water",1,"The Storm",12,"Iroh","Zuko was right, you see,  but it was not his place to speak out. And there were dire consequences.","[Massages his beard again.]","Aaron Ehasz","Lauren MacMullan",9.1,0,652
2696,"Water",1,"The Storm",12,"Iroh","Zuko was right, you see,  but it was not his place to speak out. And there were dire consequences.","[Slightly bows his head.]","Aaron Ehasz","Lauren MacMullan",9.1,0,652
2698,"Water",1,"The Storm",12,"Katara","So you were upset that you were the Avatar? Why wouldn't you be excited about it?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,653
2699,"Water",1,"The Storm",12,"Aang","Well, I didn't know how to feel about it. All I knew was that after I found out, everything began changing.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,653
2701,"Water",1,"The Storm",12,"Aang","Hey, not bad! You guys have been practicing!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,654
2702,"Water",1,"The Storm",12,"Air Nomad boy #2","Not only that! We made up a game you can play with the air scooters!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,654
2703,"Water",1,"The Storm",12,"Aang","Great!  What's going on?","[Aang is shown making his own. But everyone else makes theirs vanish.]","Aaron Ehasz","Lauren MacMullan",9.1,0,654
2704,"Water",1,"The Storm",12,"Air Nomad boy #1","Now that you're the Avatar, it's kind of an unfair advantage for whichever team you're on.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,654
2705,"Water",1,"The Storm",12,"Aang","But I'm still the same! Nothing's changed! So, what? I can't play?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,654
2706,"Water",1,"The Storm",12,"Air Nomad boy #1","That's the only fair way.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,654
2707,"Water",1,"The Storm",12,"Aang","Oh, okay.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,654
2708,"Water",1,"The Storm",12,"Air Nomad boy #2","Sorry, Aang.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,654
2710,"Water",1,"The Storm",12,"Air Nomad boy #1","Okay. Now, who wants Jinju on their team?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,655
2712,"Water",1,"The Storm",12,"Gyatso","Very interesting move, young one.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,656
2713,"Water",1,"The Storm",12,"Aang","What do you mean?",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,656
2715,"Water",1,"The Storm",12,"Aang","Hey!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,657
2717,"Water",1,"The Storm",12,"Tashi","You're playing games with him? The Avatar should be training!",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,658
2718,"Water",1,"The Storm",12,"Gyatso","Aang has already trained enough for today.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,658
2719,"Water",1,"The Storm",12,"Tashi","Time is short.  Come with me. I must test you on some high level techniques.","[To Aang.]","Aaron Ehasz","Lauren MacMullan",9.1,0,658
2720,"Water",1,"The Storm",12,"Gyatso","No. As long as I'm his guardian, I will decide when he trains ... and when he gets his butt kicked at Pai Sho.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,658
2721,"Water",1,"The Storm",12,"Tashi","Hmph.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,658
2723,"Water",1,"The Storm",12,"Iroh","After Zuko's outburst in the meeting, the Fire Lord became very angry with him.  He said the challenge against the general was an act of complete disrespect! And there was only one way to resolve this.","[Flashback quickly ends.]","Aaron Ehasz","Lauren MacMullan",9.1,0,659
2724,"Water",1,"The Storm",12,"Jee","Agni Kai. A fire duel.",NA,"Aaron Ehasz","Lauren MacMullan",9.1,0,659
2725,"Water",1,"The Storm",12,"Iroh","That's right. Zuko looked upon the old general he had insulted and declared that he was not afraid. But Zuko misunderstood.  When he turned to face his opponent, he was surprised to see it was not the general.  Zuko had spoken out against the general's plan, but by doing so in the Fire Lord's war room, it was the Fire Lord whom he had disrespected.  Zuko would have to duel his own father.","[Flashback shows an overview of the chamber; the camera cuts to show Zuko preparing for the Agni Kai.]","Aaron Ehasz","Lauren MacMullan",9.1,0,659
2725,"Water",1,"The Storm",12,"Iroh","That's right. Zuko looked upon the old general he had insulted and declared that he was not afraid. But Zuko misunderstood.  When he turned to face his opponent, he was surprised to see it was not the general.  Zuko had spoken out against the general's plan, but by doing so in the Fire Lord's war room, it was the Fire Lord whom he had disrespected.  Zuko would have to duel his own father.","[Flashback shows the tippet that was on Zuko's shoulders fall down to the ground.]","Aaron Ehasz","Lauren MacMullan",9.1,0,659
