"id","book","book_num","chapter","chapter_num","character","character_words","scene_description","writer","director","imdb_rating","new_scene","scene_id"
12136,"Fire",3,"The Boiling Rock, Part 2",15,"Warden","Princess Azula.  Ah ... It is an honor to welcome you to the Fire Nation's most exemplary prison.  I didn't realize you were coming.","[Azula and Ty Lee walk in.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3090
12136,"Fire",3,"The Boiling Rock, Part 2",15,"Warden","Princess Azula.  Ah ... It is an honor to welcome you to the Fire Nation's most exemplary prison.  I didn't realize you were coming.","[Stands up.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3090
12137,"Fire",3,"The Boiling Rock, Part 2",15,"Azula","Who is this?","[Walks in and notices the guard sitting in the chair.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3090
12138,"Fire",3,"The Boiling Rock, Part 2",15,"Warden","He's a guard who was involved in a recent and feeble escape attempt.","[Cut to the bully guard, who looks away.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3090
12139,"Fire",3,"The Boiling Rock, Part 2",15,"Bully guard","It wasn't me!","[Desperately.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3090
12140,"Fire",3,"The Boiling Rock, Part 2",15,"Warden","Quiet, you!","[Angrily.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3090
12141,"Fire",3,"The Boiling Rock, Part 2",15,"Azula","You're wasting your time. That's not one of them.","[Crossing her arms.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3090
12141,"Fire",3,"The Boiling Rock, Part 2",15,"Azula","You're wasting your time. That's not one of them.","[Turns and starts to leave.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3090
12143,"Fire",3,"The Boiling Rock, Part 2",15,"Warden","How do you know?",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3091
12144,"Fire",3,"The Boiling Rock, Part 2",15,"Azula","Because I'm a people person.","[Smiles sinisterly; quietly.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3091
12144,"Fire",3,"The Boiling Rock, Part 2",15,"Azula","Because I'm a people person.","[Exits.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3091
12146,"Fire",3,"The Boiling Rock, Part 2",15,"Sokka","Hey, I just got orders. Let the prisoners out into the yard.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3092
12147,"Fire",3,"The Boiling Rock, Part 2",15,"Door guard","But we're in the middle of a lockdown.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3092
12148,"Fire",3,"The Boiling Rock, Part 2",15,"Sokka","Oh, okay, I'll just go tell the warden you said that.  I'm sure he'll be glad to hear about you undermining his authority.  What's your name again?","[Walks off-screen; the guard raises his mask and looks at him speechless.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3092
12148,"Fire",3,"The Boiling Rock, Part 2",15,"Sokka","Oh, okay, I'll just go tell the warden you said that.  I'm sure he'll be glad to hear about you undermining his authority.  What's your name again?","[Guard grows more nervous. Walks back on-screen, lifting his helmet mask.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3092
12149,"Fire",3,"The Boiling Rock, Part 2",15,"Door guard","Wait! Don't tell the warden. I'm just a little confused.","[Starts to sweat; horrified.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3092
12150,"Fire",3,"The Boiling Rock, Part 2",15,"Sokka","Hey, I'm confused too, but the warden's in a bad mood, and ... irrational, so if you ask me, it's best not to question it, and just do what he says.","[Places his arm around the guard's shoulder.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3092
12151,"Fire",3,"The Boiling Rock, Part 2",15,"Door guard","Yeah ... you're right. We're letting them out!",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3092
12153,"Fire",3,"The Boiling Rock, Part 2",15,"Sokka","This is it! We have to start a riot.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3093
12154,"Fire",3,"The Boiling Rock, Part 2",15,"Suki","Okay. But how do we do that?",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3093
12155,"Fire",3,"The Boiling Rock, Part 2",15,"Hakoda","I'll show you.","[Smiles smugly.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3093
12155,"Fire",3,"The Boiling Rock, Part 2",15,"Hakoda","I'll show you.","[Shoves a prisoner.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3093
12156,"Fire",3,"The Boiling Rock, Part 2",15,"Tough prisoner","Hey! What'd you do that for? That hurt my feelings.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3093
12157,"Fire",3,"The Boiling Rock, Part 2",15,"Hakoda","Aren't you mad at me?",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3093
12158,"Fire",3,"The Boiling Rock, Part 2",15,"Tough prisoner","Uh, well, normally I would be, but I've been learning to control my anger.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3093
12159,"Fire",3,"The Boiling Rock, Part 2",15,"Sokka","This isn't working.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3093
12161,"Fire",3,"The Boiling Rock, Part 2",15,"Chit Sang","Hey you! You're lucky I didn't rat you out,  but my generosity comes with a price. I know you're planning another escape attempt, and I want in.","[Smiles.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3094
12162,"Fire",3,"The Boiling Rock, Part 2",15,"Sokka","Actually, we're trying to escape right now, but we need a riot.  You wouldn't happen to know how to start one, would you?","[Gets an idea.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3094
12162,"Fire",3,"The Boiling Rock, Part 2",15,"Sokka","Actually, we're trying to escape right now, but we need a riot.  You wouldn't happen to know how to start one, would you?","[Points to him.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3094
12163,"Fire",3,"The Boiling Rock, Part 2",15,"Chit Sang","A prison riot? Please.  Hey!  Riot!","[Grabs a prisoner and lifts him in the air, bouncing him up and down.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3094
12163,"Fire",3,"The Boiling Rock, Part 2",15,"Chit Sang","A prison riot? Please.  Hey!  Riot!","[All the prisoners look at him.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3094
12165,"Fire",3,"The Boiling Rock, Part 2",15,"Hakoda","Impressive.","[Looks shocked for a moment.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3095
12166,"Fire",3,"The Boiling Rock, Part 2",15,"Tough prisoner","Forget about controlling my anger ...  let's riot!","[Raises his arms.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3095
12166,"Fire",3,"The Boiling Rock, Part 2",15,"Tough prisoner","Forget about controlling my anger ...  let's riot!","[He is taken down by another prisoner. The riot is in full swing. Cut the floor of the yard as chaos and dust ensues everywhere. Cut to a prisoner sitting on another prisoner's shoulders, attempting to choke him. Cut to the bottom of a tower as various guards look down at the scene.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3095
12167,"Fire",3,"The Boiling Rock, Part 2",15,"Warden","Who let these prisoners into the yard?  This is supposed to be a lockdown!","[Cut to the warden on a balcony.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3095
12169,"Fire",3,"The Boiling Rock, Part 2",15,"Male guard #2","Ma'am, there's a riot going on! I'm here to protect you!",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3096
12170,"Fire",3,"The Boiling Rock, Part 2",15,"Mai","I don't need any protection.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3096
12171,"Fire",3,"The Boiling Rock, Part 2",15,"Zuko","Believe me, she doesn't.","[Gives a slight chuckle; proudly.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3096
12172,"Fire",3,"The Boiling Rock, Part 2",15,"Male guard #2","I'm sorry, but I'm under direct orders from your uncle to make sure nothing happens.","[Zuko gives a serious look.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3096
12174,"Fire",3,"The Boiling Rock, Part 2",15,"Mai","Get off of me!","[She throws the guard away from her and chases Zuko.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3097
12176,"Fire",3,"The Boiling Rock, Part 2",15,"Sokka","Zuko! Good, we're all here. Now all we need to do is grab the warden, and get to the gondolas!",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3098
12177,"Fire",3,"The Boiling Rock, Part 2",15,"Zuko","And how do we do that?",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3098
12178,"Fire",3,"The Boiling Rock, Part 2",15,"Sokka","I'm not sure.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3098
12179,"Fire",3,"The Boiling Rock, Part 2",15,"Zuko","I thought you thought this through!","[Groans.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3098
12180,"Fire",3,"The Boiling Rock, Part 2",15,"Sokka","I thought you told me it's okay not to think everything through!",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3098
12181,"Fire",3,"The Boiling Rock, Part 2",15,"Zuko","Maybe not everything, but this is kind of important!","[Rubs his forehead.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3098
12182,"Fire",3,"The Boiling Rock, Part 2",15,"Chit Sang","Hey, uh, fellas. I think your girlfriend's taking care of it.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3098
12184,"Fire",3,"The Boiling Rock, Part 2",15,"Warden","You wouldn't dare.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3099
12185,"Fire",3,"The Boiling Rock, Part 2",15,"Suki","Sorry, warden. You're my prisoner now.  We've got the warden! Now let's get out of here!","[Ties his hands together and uses his headband as a gag.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3099
12185,"Fire",3,"The Boiling Rock, Part 2",15,"Suki","Sorry, warden. You're my prisoner now.  We've got the warden! Now let's get out of here!","[Slams the warden against the wall; the rest of the escapees arrive.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3099
12187,"Fire",3,"The Boiling Rock, Part 2",15,"Hakoda","That's some girl.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3100
12188,"Fire",3,"The Boiling Rock, Part 2",15,"Sokka","Tell me about it.","[Proudly.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3100
12190,"Fire",3,"The Boiling Rock, Part 2",15,"Suki","We're almost there!",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3101
12192,"Fire",3,"The Boiling Rock, Part 2",15,"Zuko","Back off! We've got the warden!  Let's go!","[The guards see the warden on Chit Sang's shoulder, bound and gagged, and clear the way.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3102
12194,"Fire",3,"The Boiling Rock, Part 2",15,"Suki","Everyone in!",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3103
12196,"Fire",3,"The Boiling Rock, Part 2",15,"Sokka","What are you doing?",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3104
12197,"Fire",3,"The Boiling Rock, Part 2",15,"Zuko","I'm making it so they can't stop us.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3104
12198,"Fire",3,"The Boiling Rock, Part 2",15,"Sokka","Way to think ahead.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3104
12199,"Fire",3,"The Boiling Rock, Part 2",15,"Suki","We're on our way!",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3104
12200,"Fire",3,"The Boiling Rock, Part 2",15,"Hakoda","Wait! Who's that?",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3104
12202,"Fire",3,"The Boiling Rock, Part 2",15,"Zuko","That's a problem. It's my sister and her friend.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3105
12204,"Fire",3,"The Boiling Rock, Part 2",15,"Suki","This is a rematch I've been waiting for.","[Determined.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3106
12205,"Fire",3,"The Boiling Rock, Part 2",15,"Zuko","Me too.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3106
12207,"Fire",3,"The Boiling Rock, Part 2",15,"Gondola guard","There's the warden! I see him!",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3107
12208,"Fire",3,"The Boiling Rock, Part 2",15,"Warden","Cut the line!","[Frees himself and runs to look out of the gondola.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3107
12208,"Fire",3,"The Boiling Rock, Part 2",15,"Warden","Cut the line!","[Chit Sang notices and grabs the warden.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3107
12209,"Fire",3,"The Boiling Rock, Part 2",15,"Gondola guard","He wants us to cut the line.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3107
12210,"Fire",3,"The Boiling Rock, Part 2",15,"Gondola guard #2","But if we cut the line, there's no way he'll survive!",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3107
12211,"Fire",3,"The Boiling Rock, Part 2",15,"Gondola guard","He knows that.","[Puts down his telescope.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3107
12213,"Fire",3,"The Boiling Rock, Part 2",15,"Ty Lee","They're about to cut the line!",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3108
12215,"Fire",3,"The Boiling Rock, Part 2",15,"Azula","Then it's time to leave.  Goodbye, Zuko.","[Smirks.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3109
12215,"Fire",3,"The Boiling Rock, Part 2",15,"Azula","Then it's time to leave.  Goodbye, Zuko.","[Blasts herself up.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3109
12215,"Fire",3,"The Boiling Rock, Part 2",15,"Azula","Then it's time to leave.  Goodbye, Zuko.","[Reaches the other gondola.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3109
12217,"Fire",3,"The Boiling Rock, Part 2",15,"Zuko","They're cutting the line! The gondola's about to go!",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3110
12218,"Fire",3,"The Boiling Rock, Part 2",15,"Hakoda","I hope this thing floats.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3110
12220,"Fire",3,"The Boiling Rock, Part 2",15,"Gondola guard #3","What are you doing?",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3111
12222,"Fire",3,"The Boiling Rock, Part 2",15,"Mai","Saving the jerk who dumped me.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3112
12224,"Fire",3,"The Boiling Rock, Part 2",15,"Sokka","Who's that?",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3113
12226,"Fire",3,"The Boiling Rock, Part 2",15,"Zuko","It's Mai!","[Shocked.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3114
12227,"Fire",3,"The Boiling Rock, Part 2",15,"Azula","What is she doing?","[Angrily.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3114
12229,"Fire",3,"The Boiling Rock, Part 2",15,"Hakoda","Sorry, warden. Your record is officially broken.","[The warden struggles against his bindings.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3115
12231,"Fire",3,"The Boiling Rock, Part 2",15,"Suki","Well, we made it out. Now what?",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3116
12233,"Fire",3,"The Boiling Rock, Part 2",15,"Sokka","Zuko, what are you doing?",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3117
12234,"Fire",3,"The Boiling Rock, Part 2",15,"Zuko","My sister was on that island.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3117
12235,"Fire",3,"The Boiling Rock, Part 2",15,"Sokka","Yeah, and she's probably right behind us, so let's not stop!",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3117
12236,"Fire",3,"The Boiling Rock, Part 2",15,"Zuko","What I mean is she must have come here somehow.  There!  That's our way out of here!","[Walks up to a large hill by the sea.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3117
12236,"Fire",3,"The Boiling Rock, Part 2",15,"Zuko","What I mean is she must have come here somehow.  There!  That's our way out of here!","[Pan down to a large airship.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3117
12238,"Fire",3,"The Boiling Rock, Part 2",15,"Azula","Leave us alone.  I never expected this from you.  The thing I don't understand is ""Why?"". Why would you do it? You know the consequences.","[The guards give the Fire Nation salute and exit. Mai raises her head a little, looking defiant.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3118
12238,"Fire",3,"The Boiling Rock, Part 2",15,"Azula","Leave us alone.  I never expected this from you.  The thing I don't understand is ""Why?"". Why would you do it? You know the consequences.","[Cut to a side view of Mai, followed by a frontal shot of Ty Lee, who looks from one to the other, tears in her eyes, and back to Azula.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3118
12239,"Fire",3,"The Boiling Rock, Part 2",15,"Mai","I guess you just don't know people as well as you think you do. You miscalculated. I love Zuko more than I fear you.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3118
12240,"Fire",3,"The Boiling Rock, Part 2",15,"Azula","No, you miscalculated! You should have feared me more!","[Her intrigued expression contorts into one of absolute rage.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3118
12242,"Fire",3,"The Boiling Rock, Part 2",15,"Ty Lee","Come on! Let's get out of here!","[Runs to a shocked Mai, shaking her from her stupor.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3119
12244,"Fire",3,"The Boiling Rock, Part 2",15,"Azula","You're both fools!","[Still on the ground; angrily.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3120
12246,"Fire",3,"The Boiling Rock, Part 2",15,"Gondola guard #4","What shall we do with them, princess?",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3121
12247,"Fire",3,"The Boiling Rock, Part 2",15,"Azula","Put them somewhere I'll never have to see their faces again, and let them rot!",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3121
12249,"Fire",3,"The Boiling Rock, Part 2",15,"Katara","What are you doing in this thing? What happened to the war balloon?",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3122
12250,"Fire",3,"The Boiling Rock, Part 2",15,"Zuko","It kind of got destroyed.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3122
12251,"Fire",3,"The Boiling Rock, Part 2",15,"Aang","Sounds like a crazy fishing trip.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3122
12252,"Fire",3,"The Boiling Rock, Part 2",15,"Toph","Did you at least get some good meat?",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3122
12253,"Fire",3,"The Boiling Rock, Part 2",15,"Sokka","I did. The best meat of all. The meat of friendship and fatherhood.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3122
12255,"Fire",3,"The Boiling Rock, Part 2",15,"Chit Sang","I'm new. What's up, everybody?","[Waving.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3123
12256,"Fire",3,"The Boiling Rock, Part 2",15,"Katara","Dad?","[Tearing up; overjoyed.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3123
12256,"Fire",3,"The Boiling Rock, Part 2",15,"Katara","Dad?","[Runs to him.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3123
12257,"Fire",3,"The Boiling Rock, Part 2",15,"Hakoda","Hi, Katara.","[They embrace.]","Joshua Hamilton","Ethan Spaulding",9.2,0,3123
12258,"Fire",3,"The Boiling Rock, Part 2",15,"Katara","How are you here? What is going on? Where did you go?",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3123
12259,"Fire",3,"The Boiling Rock, Part 2",15,"Sokka","We kind of went to a Fire Nation prison.",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3123
12261,"Fire",3,"The Boiling Rock, Part 2",15,"Toph","Seriously? You guys didn't find any meat?",NA,"Joshua Hamilton","Ethan Spaulding",9.2,0,3124
12264,"Fire",3,"The Southern Raiders",16,"Zuko","Watch out!","[As he runs and pushes her out of harm's way.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3126
12266,"Fire",3,"The Southern Raiders",16,"Katara","What are you doing?","[Angrily.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3127
12267,"Fire",3,"The Southern Raiders",16,"Zuko","Keeping rocks from crushing you.","[Calmly.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3127
12268,"Fire",3,"The Southern Raiders",16,"Katara","Okay, I'm not crushed. You can get off me now!",NA,"Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3127
12270,"Fire",3,"The Southern Raiders",16,"Zuko","I'll take that as a thank you.","[Rises.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3128
12272,"Fire",3,"The Southern Raiders",16,"Toph","Come on! We can get out through here!","[Pointing to the exit.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3129
12274,"Fire",3,"The Southern Raiders",16,"Aang","What are you doing?","[To Zuko.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3130
12275,"Fire",3,"The Southern Raiders",16,"Zuko","Go ahead! I'll hold them off. I think this is a family visit.","[Runs off.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3130
12276,"Fire",3,"The Southern Raiders",16,"Aang","Zuko! No!","[In the background, Sokka and Katara run up to him.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3130
12277,"Fire",3,"The Southern Raiders",16,"Sokka","Come on! We've gotta get out of here!",NA,"Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3130
12279,"Fire",3,"The Southern Raiders",16,"Zuko","What are you doing here?",NA,"Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3131
12280,"Fire",3,"The Southern Raiders",16,"Azula","You mean it's not obvious yet? I am about to celebrate becoming an only child!","[Smiling.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3131
12282,"Fire",3,"The Southern Raiders",16,"Aang","I can't get him to go in there! Appa hates tunnels!",NA,"Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3132
12283,"Fire",3,"The Southern Raiders",16,"Katara","Aang, there's no way we can fly out of here.",NA,"Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3132
12284,"Fire",3,"The Southern Raiders",16,"Aang","We'll have to find a way!",NA,"Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3132
12285,"Fire",3,"The Southern Raiders",16,"Sokka","We need to split up.  Take the tunnel and get to the stolen airship.","[To the others.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3132
12286,"Fire",3,"The Southern Raiders",16,"Katara","No!  The Fire Nation can't separate our family again!","[Turns around and suddenly grows angry.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3132
12286,"Fire",3,"The Southern Raiders",16,"Katara","No!  The Fire Nation can't separate our family again!","[Walks up to her father.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3132
12287,"Fire",3,"The Southern Raiders",16,"Hakoda","It'll be okay. It's not forever.",NA,"Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3132
12289,"Fire",3,"The Southern Raiders",16,"Toph","I can clear that away and we can fly out through there!",NA,"Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3133
12290,"Fire",3,"The Southern Raiders",16,"Suki","Um, there's an awful lot of fire in that general direction ...",NA,"Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3133
12291,"Fire",3,"The Southern Raiders",16,"Aang","We'll get through. Let's go.",NA,"Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3133
12293,"Fire",3,"The Southern Raiders",16,"Zuko","She's ... not gonna make it ...  Of course she did.","[Azula uses her firebending to propel herself toward the wall, stopping her fall with her hair pin and saving herself.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3134
12295,"Fire",3,"The Southern Raiders",16,"Aang","Wow, camping ... it really seems like old times again, doesn't it?",NA,"Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3135
12296,"Fire",3,"The Southern Raiders",16,"Zuko","If you really want it to feel like old times, I could, uh ... chase you around a while and try to capture you.","[Jokingly.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3135
12296,"Fire",3,"The Southern Raiders",16,"Zuko","If you really want it to feel like old times, I could, uh ... chase you around a while and try to capture you.","[He smiles and the rest of the group laughs, except for Katara.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3135
12297,"Fire",3,"The Southern Raiders",16,"Katara","Ha, ha.","[Sarcastically.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3135
12298,"Fire",3,"The Southern Raiders",16,"Sokka","To Zuko! Who knew after all those times he tried to snuff us out, today he'd be our hero?","[Holding up his cup.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3135
12299,"Fire",3,"The Southern Raiders",16,"Team Avatar","Hear! Hear!","[Everybody except Katara holds up their cups.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3135
12299,"Fire",3,"The Southern Raiders",16,"Team Avatar","Hear! Hear!","[Aang nudges him with his elbow, before Toph lightly punches him.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3135
12300,"Fire",3,"The Southern Raiders",16,"Zuko","I'm touched.  I don't deserve this.","[Smiling.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3135
12300,"Fire",3,"The Southern Raiders",16,"Zuko","I'm touched.  I don't deserve this.","[Stops smiling.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3135
12301,"Fire",3,"The Southern Raiders",16,"Katara","Yeah, no kidding.","[Angrily.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3135
12301,"Fire",3,"The Southern Raiders",16,"Katara","Yeah, no kidding.","[Walks away.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3135
12302,"Fire",3,"The Southern Raiders",16,"Sokka","What's with her?",NA,"Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3135
12303,"Fire",3,"The Southern Raiders",16,"Zuko","I wish I knew.","[Follows her.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3135
12305,"Fire",3,"The Southern Raiders",16,"Sokka","What's with him?","[Voice-over.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3136
12307,"Fire",3,"The Southern Raiders",16,"Zuko","This isn't fair! Everyone else seems to trust me now! What is it with you?",NA,"Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3137
12308,"Fire",3,"The Southern Raiders",16,"Katara","Oh, everyone trusts you now! I was the first person to trust you!  Remember, back in Ba Sing Se.  And you turned around and betrayed me, betrayed all of us!","[Turns around; furiously.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3137
12308,"Fire",3,"The Southern Raiders",16,"Katara","Oh, everyone trusts you now! I was the first person to trust you!  Remember, back in Ba Sing Se.  And you turned around and betrayed me, betrayed all of us!","[Places her left hand on her heart.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3137
12308,"Fire",3,"The Southern Raiders",16,"Katara","Oh, everyone trusts you now! I was the first person to trust you!  Remember, back in Ba Sing Se.  And you turned around and betrayed me, betrayed all of us!","[Points to the ocean.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3137
12309,"Fire",3,"The Southern Raiders",16,"Zuko","What can I do to make it up to you?","[Closes eyes in resentment.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3137
12310,"Fire",3,"The Southern Raiders",16,"Katara","You really want to know? Hmm, maybe you could reconquer Ba Sing Se in the name of the Earth King.  Or, I know! You could bring my mother back!","[Cuts to shot of her and Zuko standing on the cliff as she approaches him while snapping at him angrily.]","Elizabeth Welch Ehasz","Joaquim Dos Santos",8.9,0,3137
